Source,Sink,common_neighbors,AAprediction,exist_in_training_dataset,source_parents_count,source_non_leaf_descendants_count,source_leaf_descendans_count,sink_parent_non_leaf_descendants_count,sink_parent_leaf_descendans_count,sink_parents_count
3478264,3013307,5,0.5985301971493718,1,58,93.0,329.0,18243,484855,23
3478932,4476596,92,12.467204433130718,1,219,77.0,78.0,328708,2915423,1648
3478932,4834729,24,3.434119823099828,1,219,77.0,78.0,25443,358902,100
3479537,4552467,17,2.6493797691067544,1,127,28.0,23.0,18185,53449,99
3480282,1026172,14,1.7423792505388287,1,61,80.0,343.0,128818,1753680,246
3480282,1618679,15,2.52419642283056,1,61,80.0,343.0,16714,890588,52
3480282,3007594,18,2.621325402086752,1,61,80.0,343.0,30353,362087,135
3480282,3432148,6,0.6129065554046427,1,61,80.0,343.0,52767,2069083,59
3480282,3702500,7,0.7940336962352567,1,61,80.0,343.0,28011,1185854,46
3480282,3774042,22,2.7044985342055856,1,61,80.0,343.0,142206,4813902,174
3480750,1658974,3,0.522437842926111,1,159,163.0,104.0,3032,29320,10
3481742,2497552,1,0.12601461636172911,1,77,114.0,145.0,315,2727,2
3483270,4641648,16,5.595072338139652,1,11,21.0,13.0,575,431,12
3483703,30833,54,11.28198504924659,1,64,108.0,186.0,17913,129391,53
3483703,3434748,10,1.4350676657094503,1,64,108.0,186.0,10289,113038,20
3483703,4761856,12,1.808790961413732,1,64,108.0,186.0,6354,29798,23
3483861,520229,9,1.0911708515080194,1,227,65.0,386.0,21679,1849730,38
3483861,1473058,47,6.956264380789981,1,227,65.0,386.0,17569,1011961,33
3484797,1242327,8,1.0614685695551649,1,18,17.0,110.0,299408,2655637,1769
3485802,2386881,6,1.0332995926025554,1,103,39.0,115.0,10205,178232,19
3485884,4312971,6,1.1382086920648051,1,71,59.0,92.0,1212,109330,7
3486783,2329611,23,3.226053395177467,1,56,76.0,290.0,45615,1974519,124
3486783,3884589,15,2.0957505295875056,1,56,76.0,290.0,76397,847215,358
3486938,551462,11,1.3556933060131615,1,136,107.0,384.0,29812,1850327,45
3486938,4441729,2,0.3151183439949896,1,136,107.0,384.0,366,5927,4
3487420,334948,44,7.796834315982316,1,36,36.0,26.0,223844,4870364,440
3487420,3642884,38,6.455880717128537,1,36,36.0,26.0,52116,178542,269
3488135,3879673,3,0.6035271824284554,1,51,34.0,48.0,8273,108308,17
3489530,3314478,67,10.427820791091843,1,64,61.0,101.0,355825,5009375,1231
3490442,1717115,24,3.1682908433316284,1,77,174.0,232.0,72196,486162,127
3490442,1917370,39,5.415578126252035,1,77,174.0,232.0,95944,1221843,177
3490442,3217125,5,0.7192873111594423,1,77,174.0,232.0,3513,12758,17
3490649,2844371,23,4.098387774766179,1,159,85.0,98.0,29519,276425,128
3490790,20388,177,39.516793594534704,1,133,166.0,307.0,815260,11371225,4841
3490790,1080554,16,2.3729264407863164,1,133,166.0,307.0,23819,276848,57
3490790,2808502,123,20.253988997071353,1,133,166.0,307.0,491885,9742142,1181
3491166,587004,75,20.11973229348453,1,51,82.0,341.0,18174,702681,30
3491166,786951,28,4.292002334297325,1,51,82.0,341.0,44572,2357604,87
3491166,1255125,15,2.38843354654797,1,51,82.0,341.0,11828,955998,23
3491166,1811639,16,2.205200017790713,1,51,82.0,341.0,77298,3889431,123
3491166,1956180,5,0.5253403911671133,1,51,82.0,341.0,103365,4742879,147
3491166,3237556,2,0.18123197618749426,1,51,82.0,341.0,145907,5896149,219
3491410,4747010,4,0.5561890915091303,1,27,22.0,321.0,37914,476833,41
3491759,4423700,2,0.3432062925517947,1,10,21.0,136.0,2366,513168,9
3492319,2108774,2,0.2354646937970037,1,19,57.0,145.0,1065,24843,3
3492398,65638,2,0.2668003138302492,1,3,15.0,123.0,100828,1016144,601
3492640,4736574,2,0.2781422883945425,1,3,6.0,18.0,69559,1344986,477
3492763,1935688,64,13.020841667377825,1,84,97.0,205.0,21276,246364,69
3492960,2140598,4,0.512164058740249,1,38,15.0,9.0,131638,2178404,409
3492960,2651013,2,0.3003891591679834,1,38,15.0,9.0,138154,4633689,326
3492960,3374895,11,1.6679692107477884,1,38,15.0,9.0,70632,2244146,240
3493390,3085623,1,0.43429448190325176,1,29,35.0,138.0,1071,4356,17
3493502,3243647,1,0.1101556293499691,1,18,113.0,326.0,6054,88043,31
3493502,3487024,33,5.321671847637745,1,18,113.0,326.0,491000,8653143,2035
3493502,3776880,3,0.4958155964571327,1,18,113.0,326.0,45350,572800,190
3493966,73568,1,0.1552182794613759,1,30,32.0,305.0,3546,146829,13
3493966,1500841,2,0.2586158645139517,1,30,32.0,305.0,624,5528,3
3493966,2809458,44,9.620629285911553,1,30,32.0,305.0,747729,12383305,2821
3494194,4750152,125,21.00585808243107,1,147,108.0,68.0,72424,1659912,411
3495607,4649439,11,1.9814628206733853,1,13,16.0,31.0,104909,2000660,186
3495619,3728872,11,1.3074377365447178,1,27,12.0,122.0,253213,4847054,608
3497286,893888,17,2.2893833168485744,1,31,175.0,271.0,72363,613722,359
3497286,4094260,19,2.474054262012067,1,31,175.0,271.0,129045,1826523,429
3497766,3505613,1,0.12783072691499392,1,39,10.0,139.0,10669,937446,31
3498221,3617373,5,0.7596995547072921,1,19,19.0,19.0,24549,1174363,29
3498387,4394015,9,2.156525560274708,1,8,11.0,10.0,32807,359876,107
3498439,2226335,2,0.2494312147656162,1,22,36.0,103.0,2684,11096,6
3498929,660459,1,0.16595125154520893,1,13,62.0,192.0,36504,279052,167
3498929,1710577,3,0.4254162496654593,1,13,62.0,192.0,147679,3791957,649
3498929,3673582,1,0.16595125154520893,1,13,62.0,192.0,12973,73483,57
3498929,4007276,28,3.5816333125767548,1,13,62.0,192.0,580727,6810270,2532
3498994,2597163,66,10.79648629662584,1,242,102.0,281.0,46849,224004,191
3498994,4135491,24,3.9000660398134026,1,242,102.0,281.0,26631,390805,59
3501332,1413055,17,2.369318351131858,1,23,12.0,165.0,488145,5754064,2294
3501584,3411764,10,1.7071245101670762,1,18,85.0,128.0,50871,825507,216
3501853,2343422,55,9.89059870123654,1,70,65.0,50.0,88104,1448540,182
3502034,4036279,9,1.4925299830541867,1,30,62.0,168.0,60687,440153,317
3502346,2884254,14,1.6279654687048986,1,224,94.0,195.0,44825,2116089,62
3505423,1679060,3,0.3253388000363525,1,28,27.0,488.0,8864,832804,20
3505423,2663430,4,0.6555651022609612,1,28,27.0,488.0,434,2025,5
3505423,4380408,2,0.2353730164101249,1,28,27.0,488.0,6571,848904,5
3505599,1174924,2,0.3549244182471755,1,17,57.0,457.0,5437,154658,27
3505599,2975281,4,0.4226851936729423,1,17,57.0,457.0,64151,1976052,104
3505599,3027536,2,0.399707211860859,1,17,57.0,457.0,53356,3583542,56
3505599,3785206,6,0.6296628579309735,1,17,57.0,457.0,168958,7005182,242
3505995,649968,1,0.19361886534096467,1,263,218.0,360.0,263,481,2
3505995,2384043,119,15.101818460789087,1,263,218.0,360.0,175032,4969253,285
3505995,2460442,7,0.8348670325358426,1,263,218.0,360.0,12805,57610,23
3505995,2594174,85,10.7808196810545,1,263,218.0,360.0,172613,4434075,340
3506025,1488516,2,0.21655078288706026,1,22,40.0,28.0,40542,1017421,87
3506649,430658,15,2.24452863210787,1,43,61.0,432.0,90850,1245793,175
3506649,1242327,29,3.9473847502169264,1,43,61.0,432.0,299408,2655637,1769
3506649,1936334,3,0.380183781969819,1,43,61.0,432.0,15406,288342,68
3506649,3567191,7,0.962348611752784,1,43,61.0,432.0,27921,2141941,30
3507129,2658985,26,8.691559006164765,1,11,14.0,41.0,5759,15819,39
3507129,3436307,22,6.671293086798062,1,11,14.0,41.0,1268,2936,23
3507605,1894934,123,25.265186215917602,1,88,136.0,224.0,48712,1690518,69
3507605,2005202,1,0.14277608404589612,1,88,136.0,224.0,455,5460,3
3507605,4360797,88,15.883506762902506,1,88,136.0,224.0,90717,2832949,131
3508891,3057832,17,2.359773900235349,1,83,111.0,238.0,47520,1403311,93
3508891,3978052,3,0.4065198475466746,1,83,111.0,238.0,9411,246344,6
3508891,4432073,18,2.168117353825532,1,83,111.0,238.0,68797,1415799,129
3509550,1461137,6,0.6078307206521564,1,58,67.0,159.0,77551,3513124,61
3509550,3528096,25,3.3070983588416567,1,58,67.0,159.0,476122,4234116,3035
3509550,3573936,11,2.287384804007326,1,58,67.0,159.0,36609,1137286,44
3509695,448823,55,8.168417839685898,1,44,86.0,158.0,659865,10717833,2090
3510790,2250361,5,0.7525875835256093,1,24,37.0,145.0,16868,970827,24
3510790,3303596,1,0.08787672930771424,1,24,37.0,145.0,76357,4207948,92
3511222,821577,23,3.4673451512244324,1,305,191.0,376.0,15682,163499,39
3511222,1054633,93,14.013651291921516,1,305,191.0,376.0,540410,4808682,3654
3511222,2093667,4,0.6280606258605559,1,305,191.0,376.0,3281,15798,22
3511222,4094870,10,1.4080547933097094,1,305,191.0,376.0,6476,54061,21
3511940,716809,3,0.4775091018939701,1,30,58.0,99.0,12677,86370,36
3511940,3705211,12,1.8906529661222748,1,30,58.0,99.0,34873,1011078,120
3511940,3980831,8,1.2731632818163208,1,30,58.0,99.0,25597,932022,50
3513758,3109279,8,1.0430786659907978,1,29,69.0,153.0,42357,1099661,105
3513758,3137838,4,0.4948718499830709,1,29,69.0,153.0,27939,1273066,17
3514152,964855,7,1.158300794685919,1,297,92.0,66.0,5149,29152,20
3514152,1855963,5,0.7030797348029569,1,297,92.0,66.0,4793,18895,12
3514200,3670531,2,0.3455446391801155,1,23,47.0,61.0,479,15801,4
3514409,850459,38,5.8151276258755775,1,45,45.0,68.0,302463,4771417,904
3514409,995333,20,3.637095523312944,1,45,45.0,68.0,21047,909723,40
3514409,1302573,1,0.13555400226246492,1,45,45.0,68.0,54580,3128006,71
3514834,4225791,2,0.1630999276948676,1,41,79.0,302.0,15197,732293,50
3515761,780864,1,0.13053832569314613,1,46,165.0,351.0,4953,527452,17
3515761,873739,2,0.2840737350149897,1,46,165.0,351.0,5033,149995,7
3515761,1139936,2,0.27911466288944153,1,46,165.0,351.0,17563,97422,165
3515761,1339526,168,26.985674862550958,1,46,165.0,351.0,368395,6856502,817
3515761,2424256,8,0.9814620291250156,1,46,165.0,351.0,23142,797205,36
3519166,4312396,25,3.7283910386800487,1,105,98.0,238.0,21713,732197,29
3519166,4468093,10,1.2140828970884716,1,105,98.0,238.0,32554,1059574,36
3520659,4554501,9,1.1470434287646238,1,22,32.0,98.0,262052,6085899,893
3521462,2287536,8,0.8436815407681266,1,28,39.0,171.0,192599,2189408,772
3521462,2603387,4,0.36835072408868175,1,28,39.0,171.0,213908,6932265,369
3522997,765716,1,0.1540660289541429,1,4,47.0,106.0,275,1391,4
3523212,1870344,2,0.283665581478042,1,29,16.0,105.0,26099,1640504,21
3523212,1932966,5,0.6698952242588855,1,29,16.0,105.0,80540,3482893,79
3523229,1283657,176,50.50813402579431,1,81,80.0,506.0,61975,589602,161
3523229,1384315,38,5.9383267579597625,1,81,80.0,506.0,103621,914657,270
3523229,4251978,10,1.3401279949615257,1,81,80.0,506.0,30014,1360815,33
3523674,567188,71,9.209368921934463,1,181,26.0,194.0,285445,8953845,587
3523674,2039697,8,0.8006889311882275,1,181,26.0,194.0,22172,1172941,32
3524798,1149539,33,4.937501023301581,1,66,94.0,234.0,203566,3034582,610
3524798,2825828,5,0.917598845275846,1,66,94.0,234.0,4121,13820,14
3525426,3912693,1,0.09014800063734273,1,24,25.0,101.0,2056,78764,6
3525468,1399881,26,4.332133430870733,1,36,37.0,287.0,305829,6379212,662
3525468,4777601,6,0.6136611936860515,1,36,37.0,287.0,83641,4615421,102
3526712,2549365,27,4.959823788480733,1,19,39.0,31.0,337206,5192961,1283
3526910,2749237,40,6.2774822804860975,1,38,122.0,365.0,100784,1354263,322
3526910,4404956,10,0.9496416081407224,1,38,122.0,365.0,363672,9977750,948
3526992,2137288,10,1.62522409960614,1,106,131.0,117.0,26431,328745,193
3526992,3852135,37,6.060271630061574,1,106,131.0,117.0,228033,4796473,678
3527515,2183824,11,2.5490145066941463,1,9,17.0,21.0,2124,8989,29
3527609,2132820,9,1.7961647565115544,1,66,22.0,24.0,2389,17404,20
3527860,250436,1,0.12028118468274715,1,8,105.0,293.0,270656,7354890,713
3527860,3698670,2,0.2436880515478649,1,8,105.0,293.0,16898,2071066,17
3527860,4528369,2,0.2732315781533809,1,8,105.0,293.0,2862,98660,10
3528453,2879656,3,0.6593016600308801,1,16,36.0,126.0,42468,1486554,125
3528687,2793653,3,0.3690770991226569,1,27,17.0,90.0,53086,2089002,60
3528927,38651,11,1.5818366373909754,1,62,73.0,525.0,9248,129016,44
3528927,197872,4,0.4345304532128129,1,62,73.0,525.0,43501,2244417,37
3528927,1413055,40,5.104462276090493,1,62,73.0,525.0,488145,5754064,2294
3528927,1978641,4,0.5497717397419348,1,62,73.0,525.0,5320,207289,9
3528927,3138014,6,0.6680493689878011,1,62,73.0,525.0,23303,1052139,37
3529930,261556,3,0.8222855837191009,1,10,11.0,3.0,46698,459808,259
3530043,634559,4,0.4914806043829331,1,62,61.0,235.0,1503,20540,6
3530043,3031189,9,1.255074280622471,1,62,61.0,235.0,40558,2341606,70
3530043,4783919,4,0.5720980243053393,1,62,61.0,235.0,4080,19990,31
3531681,92637,1,0.1134650087483168,1,80,50.0,111.0,9638,364226,24
3532202,803356,3,0.407537314326524,1,103,81.0,221.0,4717,168168,9
3532202,1401858,1,0.10056504052918623,1,103,81.0,221.0,1133,35103,4
3532708,1307073,9,1.2620994713194813,1,107,71.0,102.0,15175,1196926,40
3532708,3192626,63,10.86880893132656,1,107,71.0,102.0,28796,958484,65
3533203,2196327,21,3.995266089878022,1,40,48.0,21.0,16553,952646,29
3533203,3768331,8,1.5758217481244958,1,40,48.0,21.0,1970,6677,15
3533203,4422502,7,1.3273166207212328,1,40,48.0,21.0,1290,61686,9
3534038,88415,7,0.9230930157599097,1,34,30.0,488.0,4875,62840,15
3534038,1535915,1,0.09700275086590243,1,34,30.0,488.0,11263,321895,8
3534038,2202103,1,0.09700275086590243,1,34,30.0,488.0,2202,27870,2
3534273,808797,16,2.315701166457539,1,160,68.0,92.0,50049,1272020,67
3534273,3873101,50,6.708117817038636,1,160,68.0,92.0,111640,3075488,218
3535207,4003133,217,35.69039520395742,1,299,90.0,39.0,56340,387888,381
3535432,3877409,1,0.08787672930771424,1,10,25.0,408.0,53951,1770280,134
3535820,5336,17,2.22482010869447,1,83,106.0,402.0,44065,578878,73
3535820,970600,54,8.540750076048637,1,83,106.0,402.0,100144,1584796,204
3535820,1683166,5,0.7818904233584103,1,83,106.0,402.0,5207,63188,30
3535820,2085732,2,0.2642902927767948,1,83,106.0,402.0,3673,71945,9
3535820,2987610,10,1.3726677283208824,1,83,106.0,402.0,8845,57431,28
3535820,3501099,52,9.707894688808574,1,83,106.0,402.0,100866,1196551,228
3535895,1989155,6,0.713832129549941,1,33,98.0,374.0,74637,2762654,220
3535895,2152301,8,0.8635175127593471,1,33,98.0,374.0,141302,3478887,415
3535895,2699367,9,1.1544187878671563,1,33,98.0,374.0,101209,3524275,125
3535895,3007594,15,2.354356234784975,1,33,98.0,374.0,30353,362087,135
3536188,2180568,10,0.9045153932879716,1,41,43.0,205.0,64762,2416156,101
3536188,2888000,75,13.260749034682279,1,41,43.0,205.0,87882,3547288,113
3536368,3876811,6,0.5903799856944422,1,20,35.0,33.0,72078,3759023,77
3536463,315879,3,0.4819228721703182,1,219,98.0,144.0,1091,39172,6
3536463,1211539,148,21.232124867528892,1,219,98.0,144.0,248294,4294443,510
3536463,4139083,15,1.7289112931322668,1,219,98.0,144.0,53831,1386274,78
3536728,247783,3,0.4043192002426001,1,2,9.0,5.0,418117,3750530,2358
3537262,2580234,15,1.6162298054543227,1,68,150.0,429.0,110139,1979618,186
3537262,3673975,8,0.9523848541349282,1,68,150.0,429.0,37270,481827,100
3537262,4809762,4,0.5184033897189592,1,68,150.0,429.0,5154,24643,13
3537907,389845,2,0.2921394727759836,1,91,25.0,60.0,1252,7154,7
3538078,2757027,12,1.8567692221506995,1,22,45.0,44.0,339494,7233653,1068
3538791,4578655,71,10.308985290965284,1,411,247.0,135.0,193186,1688741,972
3538791,4815172,86,12.024910893175587,1,411,247.0,135.0,99295,1215994,209
3539009,933039,28,3.4374739661448803,1,798,316.0,0.0,104048,4331937,145
3539009,1054633,240,39.43890168531981,1,798,316.0,0.0,540410,4808682,3654
3539092,384856,1,0.15446661781970644,1,112,98.0,301.0,1399,39051,6
3539092,1330105,5,0.7599730102740601,1,112,98.0,301.0,14768,325358,36
3539874,1603389,8,1.156970286075078,1,61,69.0,245.0,4789,106693,16
3539910,4825406,10,1.2762083561740925,1,61,58.0,166.0,75877,1622091,148
3540278,1065916,1,0.0959488309916324,1,29,36.0,37.0,66119,3349286,82
3540797,1835199,4,0.6224052937011206,1,15,52.0,74.0,22280,638494,71
3540797,2300708,12,1.7463797091721425,1,15,52.0,74.0,214968,1773315,1215
3541501,1542008,4,0.3575847704189933,1,131,147.0,368.0,18232,1044202,20
3541501,3948107,25,2.7578827607153444,1,131,147.0,368.0,122754,2496397,165
3541501,4140640,71,8.456745802951929,1,131,147.0,368.0,511829,12766503,1173
3541519,2620286,1,0.13084682265126696,1,2,3.0,51.0,33580,1249150,48
3541541,493616,1,0.08358176452866961,1,16,17.0,77.0,1822,159331,3
3541541,1775842,12,1.836679107854156,1,16,17.0,77.0,24934,2014598,32
3541541,4683082,4,0.5202930332129203,1,16,17.0,77.0,12841,966163,16
3541658,1793311,161,23.61895461907558,1,316,94.0,122.0,385571,8299673,947
3542965,4843692,2,0.20619710870633606,1,38,64.0,460.0,36359,1257502,65
3543842,2457642,38,5.677639098198534,1,542,108.0,68.0,68645,1171959,150
3543842,4342620,9,1.3626775729129568,1,542,108.0,68.0,5379,15835,37
3544735,3187543,8,0.7536687795996649,1,28,72.0,193.0,80920,3637709,79
3546986,193347,20,2.4009991073529777,1,35,123.0,329.0,409749,13814848,844
3546986,1697833,61,10.510199930433503,1,35,123.0,329.0,144607,4392707,215
3546986,3732858,15,2.2494392028182952,1,35,123.0,329.0,43782,726901,148
3546986,3948599,5,0.8015574612427785,1,35,123.0,329.0,1116,3268,9
3546986,4776787,65,23.4640123611082,1,35,123.0,329.0,27786,1156656,31
3547614,3021392,9,1.1917658336979096,1,41,35.0,94.0,18306,1325132,20
3547614,3601680,6,1.0775262238349363,1,41,35.0,94.0,4461,102250,9
3547614,3909397,35,6.962351192691402,1,41,35.0,94.0,60840,332079,366
3547637,470701,3,0.4461568659024076,1,63,97.0,163.0,6217,60570,17
3547637,4549148,15,2.399267178810727,1,63,97.0,163.0,10657,30575,95
3547877,594313,4,0.6288319580243906,1,20,31.0,113.0,9469,89087,22
3547877,990399,19,5.510914013402472,1,20,31.0,113.0,100861,533477,406
3548578,481729,37,7.231792815538057,1,35,80.0,341.0,151461,2542412,320
3548578,913985,3,0.4186375577586015,1,35,80.0,341.0,3041,35255,16
3548578,1519979,6,0.6372345341967002,1,35,80.0,341.0,72601,2007090,165
3548578,4059533,5,0.6298602876257158,1,35,80.0,341.0,29380,1200006,54
3548578,4320534,2,0.2168037143056053,1,35,80.0,341.0,3643,100569,4
3549444,319883,6,1.2380160600023888,1,84,139.0,194.0,2618,6456,11
3549444,4653139,27,3.54468019204908,1,84,139.0,194.0,67570,639009,170
3549559,3835013,9,1.7605598575540968,1,34,27.0,36.0,11627,516834,60
3550092,1053284,4,0.598317842869793,1,330,259.0,2.0,1337,1401,5
3550092,2272405,107,17.562369893873118,1,330,259.0,2.0,90841,464675,401
3550092,3567284,15,2.5216033879768087,1,330,259.0,2.0,17844,181241,31
3551251,580578,2,0.3987173262394518,1,7,6.0,32.0,44,288,3
3552715,1666724,5,0.7216435443694479,1,11,18.0,78.0,4876,515257,18
3552715,4477234,2,0.21779782037508247,1,11,18.0,78.0,36188,1599638,107
3553811,3712170,11,1.5614533187856627,1,57,60.0,156.0,33891,3008173,53
3554082,1076800,2,0.2879470547598568,1,87,154.0,264.0,1674,2815,6
3557389,2507202,2,0.35344162190918665,1,7,44.0,191.0,3200,54116,5
3559634,1690853,34,6.188799190815718,1,33,48.0,40.0,169940,851763,1381
3561229,1660431,119,16.73818051585982,1,160,300.0,228.0,646204,12095304,2014
3561229,2386285,150,21.932703105267333,1,160,300.0,228.0,357270,7604921,898
3561253,1650506,3,0.5858227329996268,1,25,49.0,94.0,16186,192547,109
3561479,906759,1,0.1805923124338364,1,67,78.0,214.0,127,406,2
3562207,1743199,1,0.14042473659874058,1,11,34.0,318.0,981,415226,5
3562207,3749095,5,0.6827558404542968,1,11,34.0,318.0,5938,764469,8
3562218,3638535,1,0.209988130146378,1,40,34.0,119.0,72,195,2
3564470,115745,1,0.14086090748274865,1,17,19.0,519.0,2441,17747,12
3564470,1956826,1,0.20417164318237246,1,17,19.0,519.0,5337,760613,5
3564470,4588935,2,0.20857788386659748,1,17,19.0,519.0,59257,3194851,69
3564470,4738958,4,0.6196681931404078,1,17,19.0,519.0,4347,132094,15
3564665,668782,1,0.16782959448489948,1,16,29.0,11.0,883,1059,4
3565549,295539,3,0.3149617005197629,1,48,85.0,455.0,7572,877858,12
3565549,1277580,102,15.942927521326974,1,48,85.0,455.0,302604,5250105,663
3565549,3225392,4,0.3613352227011096,1,48,85.0,455.0,39470,1601264,32
3565549,3253823,44,6.048864768537433,1,48,85.0,455.0,273689,4014086,721
3565549,4420707,19,2.0276994756968505,1,48,85.0,455.0,94923,3919123,134
3566301,3838,28,6.787700504127773,1,70,130.0,431.0,23867,563028,45
3566301,2814673,17,1.952128537308497,1,70,130.0,431.0,42264,1057448,63
3566301,4371329,4,0.57412548459924,1,70,130.0,431.0,1161,4283,6
3566457,1291067,11,1.32976991197524,1,154,123.0,440.0,29172,313720,32
3566457,2544398,22,3.0031656172121783,1,154,123.0,440.0,59432,1044129,245
3566457,2721164,13,1.7289609916187705,1,154,123.0,440.0,31620,919676,54
3566457,2852252,62,10.592040705283226,1,154,123.0,440.0,144617,5517408,165
3566457,2967692,31,3.9718841613967646,1,154,123.0,440.0,47554,1878420,118
3566457,3606560,13,1.5088328401482871,1,154,123.0,440.0,30566,1205060,26
3566645,280966,2,0.4348516789058932,1,22,48.0,181.0,1614,369729,5
3566645,2716580,3,0.29164939678310725,1,22,48.0,181.0,75108,1744955,109
3567897,3192704,11,1.5728189335620817,1,114,37.0,114.0,73125,348918,352
3568081,1658132,168,28.762003436367397,1,106,159.0,304.0,330909,10001589,733
3568081,4048116,5,0.5609036217578953,1,106,159.0,304.0,24990,894463,39
3568550,473247,44,5.578374031267852,1,104,90.0,103.0,218956,5369051,392
3568550,1054633,21,2.9035655699856524,1,104,90.0,103.0,540410,4808682,3654
3569038,755016,12,1.6846333703298295,1,166,144.0,123.0,27083,1014027,36
3569038,2206024,32,6.0673384724329615,1,166,144.0,123.0,17223,574147,72
3569901,1817850,14,2.1638466782021504,1,85,37.0,60.0,15011,1305879,51
3569901,3507230,6,0.9434128447476846,1,85,37.0,60.0,13051,1386460,21
3570086,2769515,35,5.161570805407586,1,33,160.0,311.0,183115,2063576,685
3570086,3187207,10,1.0843888831312367,1,33,160.0,311.0,85170,2843093,209
3570086,3485097,2,0.1980142379927355,1,33,160.0,311.0,13401,745162,18
3570210,3913816,4,0.4833617661080105,1,7,22.0,73.0,85641,4281677,115
3570600,1289589,1,0.15785184471996094,1,73,70.0,256.0,168,718,2
3571356,2853448,1,0.2361773372762899,1,52,43.0,37.0,79,66,2
3571356,3821887,52,10.884808785468993,1,52,43.0,37.0,37040,286778,124
3572447,122016,23,3.8231333849614817,1,151,138.0,233.0,8377,73832,26
3572447,2549365,181,31.48308650794209,1,151,138.0,233.0,337206,5192961,1283
3573637,671776,34,4.5717287733485605,1,252,92.0,62.0,45664,1066375,130
3573741,1033797,1,0.16333216405677026,1,2,2.0,152.0,1289,67704,3
3573908,610069,14,1.3761113906167282,1,70,98.0,125.0,159667,7051531,217
3573908,3724828,93,18.613933504400734,1,70,98.0,125.0,80809,1653054,199
3573936,157630,24,3.484915350832228,1,44,83.0,255.0,30226,214899,69
3573936,1941132,1,0.1819118424280463,1,44,83.0,255.0,345,1583,5
3573936,2382007,83,18.31473394436933,1,44,83.0,255.0,93228,1898240,172
3573936,4712213,2,0.3201307837185149,1,44,83.0,255.0,516,1392,3
3573992,3053227,43,5.734130697551056,1,15,75.0,307.0,293376,3702242,783
3574289,2849771,2,0.2387571927716904,1,55,47.0,336.0,25156,1606262,33
3575574,2434197,1,0.09086603972658462,1,20,43.0,404.0,20724,769689,25
3575574,2625668,1,0.12647745856828288,1,20,43.0,404.0,8039,662744,14
3575574,3253302,17,2.1974798624578096,1,20,43.0,404.0,240139,2265998,641
3575768,3810334,3,0.4227661305906328,1,49,92.0,114.0,15762,94328,67
3577809,3178430,2,0.36729952599589377,1,17,43.0,51.0,7373,117553,28
3578171,4709984,4,0.6615352063042226,1,14,49.0,368.0,79925,708526,421
3578274,3423945,26,4.804701436052292,1,147,46.0,42.0,19752,331947,98
3578545,4060480,1,0.2442393366759723,1,11,4.0,64.0,232,11780,5
3579320,55082,30,3.628623505181391,1,523,243.0,266.0,144284,5796877,321
3579320,1245989,234,33.1792773548666,1,523,243.0,266.0,258451,6334640,442
3579320,1668153,8,1.2009200003671494,1,523,243.0,266.0,3740,123764,10
3579320,2950721,194,27.05999755749844,1,523,243.0,266.0,165515,1218240,444
3579320,4383528,38,5.005787104563497,1,523,243.0,266.0,46140,376902,70
3579320,4422725,16,2.0239940735512647,1,523,243.0,266.0,21021,595406,34
3579402,554846,14,2.194694392057162,1,23,75.0,144.0,55032,2235695,148
3579402,2258560,25,4.125359147792164,1,23,75.0,144.0,22314,83744,118
3579402,3306780,27,4.377918097562893,1,23,75.0,144.0,26997,1165287,81
3579402,4122892,20,3.418863860000596,1,23,75.0,144.0,19224,1127468,81
3579607,757234,7,0.778489120804741,1,54,54.0,540.0,73392,2479824,207
3579607,3608930,1,0.13700278932317053,1,54,54.0,540.0,392,1650,2
3581821,1419393,6,0.8350647841940873,1,55,62.0,122.0,8196,123298,27
3581821,3162560,76,13.432649346204984,1,55,62.0,122.0,138642,2151832,551
3582390,2073913,20,3.1014024684476897,1,18,44.0,151.0,38794,186436,285
3582473,2976671,16,2.233377445558382,1,134,80.0,177.0,14796,843898,24
3582473,3976156,4,0.560470534382325,1,134,80.0,177.0,1924,9191,6
3582473,4719378,14,2.064297567441181,1,134,80.0,177.0,25018,1036287,103
3582473,4858109,24,3.3545978300005883,1,134,80.0,177.0,54488,1905258,87
3583383,2297915,3,0.367277797393624,1,25,102.0,154.0,21304,1045156,38
3585641,768770,59,8.755387016334003,1,90,131.0,311.0,115352,1738125,346
3585641,2062316,24,3.4433881252002383,1,90,131.0,311.0,54021,814633,173
3585641,2833391,8,0.9311506418390804,1,90,131.0,311.0,74100,1138893,278
3585641,4637134,21,2.5093539544709462,1,90,131.0,311.0,152009,4920321,318
3585641,4651416,83,13.02574694573479,1,90,131.0,311.0,328541,8426301,782
3585998,54793,9,1.1808782161775413,1,46,5.0,82.0,19346,286174,93
3585998,2524748,7,1.1527301294798509,1,46,5.0,82.0,14259,360603,15
3586277,3343793,3,0.7161588191064385,1,33,47.0,0.0,5024,13278,37
3586502,4092666,20,3.8033127129136055,1,44,43.0,75.0,57384,1645749,238
3586502,4346073,5,0.8111883138849598,1,44,43.0,75.0,4138,67926,21
3587316,3066091,100,43.48592647158925,1,14,13.0,127.0,12289,83039,51
3587316,4795709,5,0.8493959294105216,1,14,13.0,127.0,13622,137108,33
3587388,3693302,3,0.4283797548986028,1,2,11.0,33.0,187155,1718021,1003
3587574,1526731,4,0.5140500575364035,1,6,12.0,67.0,39949,804746,93
